,input,output
286,watch video mean success arrest crowdfund pastor artur pawlowski legal defenc pleas go donat rebel news rebelnewsonlin may 8 2021,2.0
287,dont vaccin risk pet accord biden overcom vaccin hesit covid_19,1.0
288,live area high dynam infect that usual area low level vaccinationy may want go extra mile get extra degre protect say dr fauci fulli vaccin wear mask,1.0
289,look peopl die covid19 overwhelmingli 90 unvaccin say dr fauci get vaccin get break infect much less like sever outcom much like would without symptom,1.0
290,realli follow scienc would acknowledg natur immun instead ignor acknowledg follow scienc use govern power control mandat underli medic issu govrondesanti,1.0
291,your fulli vaccin good reason concern omicron pre biden say unvaccin significantli higher risk end hospitalor even die,1.0
292,your shop holiday start suppli chain issu worsen california port face record backlog,1.0
293,plan go 4050 person new year eve parti bell whistl everybodi hug kiss wish happi new year would strongli recommend year dr fauci say,1.0
294,plan go 4050 person new year eve parti bell whistl everybodi hug kiss wish happi new year would strongli recommend year dr fauci say,1.0
295,immedi happen panic buy brian madderson petrol retail associ claim panic buy fuel spark whistleblow leak confidenti bp report cabinet meet 16 septemb latest,0.0
296,2017 john hopkin publish spar pandem 20252028 report commun drill vaccin accident caus spongiform encephalopathi aka mad cow prion diseas covid19 roleplay 2019 coincid,1.0
297,lot way symbol want team brandon hagel relentless hardwork play foundat breakout rooki season blackhawk,0.0
298,everi singl aspect life see deflat neelkashkari,1.0
299,order avoid disrupt healthi 12 year old child educ want give vaccin one long term safeti data whatsoev might caus heart inflamm possibl die noth wrong,1.0
300,25 year ive never said dont believ toplin number consist situat bl underreport payrol number say steveliesman novemb job report im believ,0.0
301,inflat especi hurt poor truthi sound like true dont see either evid mechan 4,2.0
302,inflat highclass problem tell singl mom pay least 1 moreg ga 5 groceri store,1.0
303,inflat transitori border crisi season get american afghanistan wont push vaccin mandat plan shut viru build back better wont add singl penni deficit biden admin isnt unifi anyth,1.0
304,instead give opportun formal busi get permit diana crimin women immigr entrepreneur like diana exactli nyc support formal busi naveenabc7 abc7ni,1.0
305,instead defend bulli way around store yell mask elderli shopper part govern conspiraci elect district attorney orang counti respons protect privat properti right,1.0
306,intens care set set want much discuss around alberta icu bed number ask two expert make icu bed differ patient expect transfer one yeg,1.0
307,investig said believ drug traffick ring colorado tie sinaloa cartel mexico 21 charg denverarea drug ring cartel tie 110k fentanyllac pill seiz,2.0
308,irrespons content pure orwel want silenc disagre simpl,1.0
309,isra vaccin 672 time like get infect shot natur infect,1.0
310,cant cant make new york governor andrew cuomo call us manufactur help produc ppe health worker say state work compani face financi difficulti make get latest coronaviru,1.0
311,hurt measur still taken chancellor alexand schallenberg,2.0
312,major step forward nation fight defeat viru pre biden celebr cdc offici recommend pfizer shot 5 11yearold,1.0
313,disingenu hear administr say border close extrem progress made factual back what happen ground billfoxla,2.0
314,alleg two intent malic opt tri assist offic offici blame other failur chose tri use event person promot wrote capitol polic whistleblow,2.0
315,object unreason conclud presid trump could author citizen interfer elector colleg proceed whoopsi,2.0
316,make sick sydney watson remark new covid isol camp australia full episod w elijahschaff andrewsaystv blazetv,1.0
317,provid stabil need pandemicbecaus knew live depend rethreadedinc explain impact ppp continu mission provid hope human traffick survivor pppwork watch episod 4,1.0
318,read like stun polit spi thriller learn china head intellig appar defect west prove true crime stori via govmikehuckabe dongjingwei covid19 china spi,1.0
319,goal want go beyond goal dont exactli meet juli 4th dont stop keep go that go dr anthoni fauci discuss biden vaccin goal ahead juli 4 deadlin,1.0
320,reveal recent texa senat committe hear covid19 vaccin trial anim stop kept die,1.0
321,would honor play get draft themi would love part owen power dream came true,0.0
322,itll increas inflat opposit invest infrastructur put peopl work give taxpay longterm asset help supplysid economi get good market,1.0
323,ok,1.0
324,doubl standard larryeld bring alleg made rosemcgowan jennif newsom dont know truebut alleg made signific otherit would placeth mainstream media doesnt give damn,2.0
325,littl bit kick teeth philbell25 explain implic new restrict announc coral welsh grand nation decemb 27th take place without crowd,2.0
326,mandat citi agenc citi worker time everyon get vaccin public employe go lead us covid era nyc mayor de blasio say vaccin mandat citi worker,1.0
327,toxic attack popul dr ryan cole must see join q17_awaken,1.0
328,absolut insan outrag polit that play parti gonna get american kill parti hijack rep adam kinzing republican compar vaccin doorknock nazi commun,1.0
329,appropri use drug drug approv broader indic includ prophylaxi say scottgottliebmd govabbott take regeneron treatment frankli think util drug wide scale basi,0.0
330,insult peopl suffer die nazi regim concentr camp dr fauci say,1.0
331,clear point nanci pelosi cherrypick member serv committe prewritten narr member stick talk point allow serv committe repjimbank,1.0
332,clear need togeth bring new variant control vaccin roll uk prime minist bori johnson order new nation lockdown britain face critic moment coronaviru pandem,0.0
333,deepli concern see british take stanceif see signific threat omicron think world take notic say scottgottliebmd,0.0
334,easi see understand fundament ideolog communist parti china say jkylebass tech crackdown last two week defens fiduciari invest china today,1.0
335,horrifi almost frighten dr fauci cpac attende cheer covid vaccin,0.0
336,process law wisconsin elect commiss instruct nurs home commit voter fraud,1.0
337,possibl genmilley say us cooper taliban isisk,1.0
338,time start blame unvaccin folk press low vaccin rate state alabama gov kay ivey made forc rebuk peopl choos get vaccin folk choos lifestyl selfinflict pain,1.0
339,us dr anthoni fauci say effort control covid19 keep linger without get peopl vaccin vaccin thing could linger lead develop anoth variant could complic thing,1.0
340,us say dr anthoni fauci effort control covid viru keep linger without get peopl vaccin vaccin thing could linger lead develop anoth variant could complic thing,1.0
341,im allow go team function team eat restaur cant eat room doesnt logic follow us get court togeth gt jjudahisaac full interview wjonathan isaac,2.0
342,im sure hand ricki bobbi,1.0
343,jd repres next gener fearless conserv leader ohio voter count take fight radic left defens valu charliekirk11 charli kirk founder amp presid tpusa endors jd vanc us senat read,2.0
344,jen psaki doesnt blame joe biden bad poll numberssh blame unvaccin american huh missi crane,1.0
345,joe biden dh protect illeg alien sanctuari countri order presid joe biden depart homeland secur dh issu order immigr custom enforc ice agent protect illeg alien arrest deport,2.0
346,day former presid trump announc gotten booster shot may one thing agre presid joebiden,1.0
347,two state florida texa account onethird new covid19 case entir countri need leadership everyon say governor pleas help arent go help least get way biden,1.0
348,justic j6 ralli put gop awkward spot,1.0
349,keyword warrant fed secretli order googl identifi anyon search certain inform,2.0
350,kind iron one part day theyr give new star part day theyr will take em away realli upsid world john catanzara said fop7chicago,2.0
351,latinx somewhat popular among white progress peopl suppos describ overwhelmingli reject,1.0
352,laura deepli sadden death colin powel great public servant start time soldier vietnam presid georg w bush read full statement,1.0
353,le pass ne passera pa opposé à lextens du passsanitair et au vaccinobligatoir au moin un millier de personn sont réuni à nant ce 14juillet deux jour aprè lallocut du président,1.0
354,let crimin jail dismantl crimin justic system want declar state emerg end gun violenc new york state contradict abhorr,2.0
355,let peopl live live governor desanti made guest appear gulf coast jam sunday night messag state reopen,1.0
356,let go brandon biden warm welcom survey tornado damag,1.0
357,let clear climat action respond emerg never commun tactic disguis polit yesterday adress austrianworldsummit along angela merkel antónio guterr alok sharma other,0.0
358,life chang black women age beauti power grow older,0.0
359,liter peopl wont take vaccin theyr super suspici theyr take hors deworm medic theyr buy feed store maddow increas report peopl digest ivermectin hors deworm treat covid19,0.0
360,live covid mean cautiou stage reopen despit unveil state roadmap lockdown vaccin resid premier gladi berejiklian say nsw wood detail covid19 9new,1.0
